Nomination Number,URL,Congress,Name,Organization,Description,Role,District/Location,Date Received From President,Committee,Latest Action Date,Latest Action,Vote Margin,Record Vote Number,,Length of Confirmation Proceedings,President,Majority,Deliniation,In Favor,Against,Margin
PN702,https://www.congress.gov/nomination/108th-congress/702,108th Congress (2003-2004),Robert Clive Jones,The Judiciary,"Robert Clive Jones, of Nevada, ", United States District Judge , District of Nevada,6/9/2003,Judiciary,10/2/2003,Confirmed by the Senate by Voice Vote,,,,115,2. Bush,Republican,,,,0
PN660,https://www.congress.gov/nomination/108th-congress/660,108th Congress (2003-2004),Ronald A. White,The Judiciary,"Ronald A. White, of Oklahoma, ", United States District Judge , Eastern District of Oklahoma,5/15/2003,Judiciary,9/30/2003,Confirmed by the Senate by Yea-Nay Vote, 93 - 0, Record Vote Number: 370,,138,2. Bush,Republican,,93,0,93
PN659,https://www.congress.gov/nomination/108th-congress/659,108th Congress (2003-2004),Henry F. Floyd,The Judiciary,"Henry F. Floyd, of South Carolina, ", United States District Judge , District of South Carolina,5/15/2003,Judiciary,9/22/2003,Confirmed by the Senate by Yea-Nay Vote, 89 - 0, Record Vote Number: 355,,130,2. Bush,Republican,,89,0,89
PN601,https://www.congress.gov/nomination/108th-congress/601,108th Congress (2003-2004),Michael W. Mosman,The Judiciary,"Michael W. Mosman, of Oregon, ", United States District Judge , District of Oregon,5/8/2003,Judiciary,9/25/2003,Confirmed by the Senate by Yea-Nay Vote, 93 - 0, Record Vote Number: 367,,140,2. Bush,Republican,,93,0,93
PN583,https://www.congress.gov/nomination/108th-congress/583,108th Congress (2003-2004),Earl Leroy Yeakel III,The Judiciary,"Earl Leroy Yeakel III, of Texas, ", United States District Judge , Western District of Texas,5/1/2003,Judiciary,7/28/2003,Confirmed by the Senate by Yea-Nay Vote, 91 - 0, Record Vote Number: 307,,88,2. Bush,Republican,,91,0,91
PN582,https://www.congress.gov/nomination/108th-congress/582,108th Congress (2003-2004),Dana Makoto Sabraw,The Judiciary,"Dana Makoto Sabraw, of California, ", United States District Judge , Southern District of California,5/1/2003,Judiciary,9/25/2003,Confirmed by the Senate by Yea-Nay Vote, 95 - 0, Record Vote Number: 366,,147,2. Bush,Republican,,95,0,95
PN581,https://www.congress.gov/nomination/108th-congress/581,108th Congress (2003-2004),Xavier Rodriguez,The Judiciary,"Xavier Rodriguez, of Texas, ", United States District Judge , Western District of Texas,5/1/2003,Judiciary,7/31/2003,Confirmed by the Senate by Voice Vote,,,,91,2. Bush,Republican,,,,0
PN580,https://www.congress.gov/nomination/108th-congress/580,108th Congress (2003-2004),R. David Proctor,The Judiciary,"R. David Proctor, of Alabama, ", United States District Judge , Northern District of Alabama,5/1/2003,Judiciary,9/17/2003,Confirmed by the Senate by Yea-Nay Vote, 92 - 0, Record Vote Number: 352,,139,2. Bush,Republican,,92,0,92
PN579,https://www.congress.gov/nomination/108th-congress/579,108th Congress (2003-2004),Frank Montalvo,The Judiciary,"Frank Montalvo, of Texas, ", United States District Judge , Western District of Texas,5/1/2003,Judiciary,7/31/2003,Confirmed by the Senate by Yea-Nay Vote, 95 - 0, Record Vote Number: 321,,91,2. Bush,Republican,,95,0,95
PN578,https://www.congress.gov/nomination/108th-congress/578,108th Congress (2003-2004),John A. Houston,The Judiciary,"John A. Houston, of California, ", United States District Judge , Southern District of California,5/1/2003,Judiciary,10/2/2003,Confirmed by the Senate by Voice Vote,,,,154,2. Bush,Republican,,,,0
PN577,https://www.congress.gov/nomination/108th-congress/577,108th Congress (2003-2004),William Q. Hayes,The Judiciary,"William Q. Hayes, of California, ", United States District Judge , Southern District of California,5/1/2003,Judiciary,10/2/2003,Confirmed by the Senate by Yea-Nay Vote, 98 - 0, Record Vote Number: 375,,154,2. Bush,Republican,,98,0,98
PN576,https://www.congress.gov/nomination/108th-congress/576,108th Congress (2003-2004),Dale S. Fischer,The Judiciary,"Dale S. Fischer, of California, ", United States District Judge , Central District of California,5/1/2003,Judiciary,10/27/2003,Confirmed by the Senate by Yea-Nay Vote, 86 - 0, Record Vote Number: 411,,179,2. Bush,Republican,,86,0,86
PN575,https://www.congress.gov/nomination/108th-congress/575,108th Congress (2003-2004),Marcia A. Crone,The Judiciary,"Marcia A. Crone, of Texas, ", United States District Judge , Eastern District of Texas,5/1/2003,Judiciary,9/30/2003,Confirmed by the Senate by Yea-Nay Vote, 91 - 0, Record Vote Number: 369,,152,2. Bush,Republican,,91,0,91
PN574,https://www.congress.gov/nomination/108th-congress/574,108th Congress (2003-2004),James I. Cohn,The Judiciary,"James I. Cohn, of Florida, ", United States District Judge , Southern District of Florida,5/1/2003,Judiciary,7/31/2003,Confirmed by the Senate by Yea-Nay Vote, 96 - 0, Record Vote Number: 320,,91,2. Bush,Republican,,96,0,96
PN573,https://www.congress.gov/nomination/108th-congress/573,108th Congress (2003-2004),Kathleen Cardone,The Judiciary,"Kathleen Cardone, of Texas, ", United States District Judge , Western District of Texas,5/1/2003,Judiciary,7/28/2003,Confirmed by the Senate by Voice Vote,,,,88,2. Bush,Republican,,,,0
PN572,https://www.congress.gov/nomination/108th-congress/572,108th Congress (2003-2004),Larry Alan Burns,The Judiciary,"Larry Alan Burns, of California, ", United States District Judge , Southern District of California,5/1/2003,Judiciary,9/24/2003,Confirmed by the Senate by Yea-Nay Vote, 91 - 0, Record Vote Number: 363,,146,2. Bush,Republican,,91,0,91
PN571,https://www.congress.gov/nomination/108th-congress/571,108th Congress (2003-2004),Roger T. Benitez,The Judiciary,"Roger T. Benitez, of California, ", United States District Judge , Southern District of California,5/1/2003,Judiciary,6/17/2004,Confirmed by the Senate by Yea-Nay Vote, 98 - 1, Record Vote Number: 127,,413,2. Bush,Republican,,98,1,97
PN570,https://www.congress.gov/nomination/108th-congress/570,108th Congress (2003-2004),D. Michael Fisher,The Judiciary,"D. Michael Fisher, of Pennsylvania, ", United States Circuit Judge , Third Circuit,5/1/2003,Judiciary,12/9/2003,Confirmed by the Senate by Voice Vote,,,,222,2. Bush,Republican,,,,0
PN545,https://www.congress.gov/nomination/108th-congress/545,108th Congress (2003-2004),Lonny R. Suko,The Judiciary,"Lonny R. Suko, of Washington, ", United States District Judge , Eastern District of Washington,4/28/2003,Judiciary,7/15/2003,Confirmed by the Senate by Yea-Nay Vote, 94 - 0, Record Vote Number: 276,,78,2. Bush,Republican,,94,0,94
PN544,https://www.congress.gov/nomination/108th-congress/544,108th Congress (2003-2004),Gary L. Sharpe,The Judiciary,"Gary L. Sharpe, of New York, ", United States District Judge , Northern District of New York,4/28/2003,Judiciary,1/28/2004,Confirmed by the Senate by Yea-Nay Vote, 95 - 0, Record Vote Number: 6,,275,2. Bush,Republican,,95,0,95
PN542,https://www.congress.gov/nomination/108th-congress/542,108th Congress (2003-2004),H. Brent McKnight,The Judiciary,"H. Brent McKnight, of North Carolina, ", United States District Judge , Western District of North Carolina,4/28/2003,Judiciary,7/31/2003,Confirmed by the Senate by Voice Vote,,,,94,2. Bush,Republican,,,,0
PN541,https://www.congress.gov/nomination/108th-congress/541,108th Congress (2003-2004),Dora L. Irizarry,The Judiciary,"Dora L. Irizarry, of New York, ", United States District Judge , Eastern District of New York,4/28/2003,Judiciary,6/24/2004,Confirmed by the Senate by Voice Vote,,,,423,2. Bush,Republican,,,,0
PN540,https://www.congress.gov/nomination/108th-congress/540,108th Congress (2003-2004),Kim R. Gibson,The Judiciary,"Kim R. Gibson, of Pennsylvania, ", United States District Judge , Western District of Pennsylvania,4/28/2003,Judiciary,9/23/2003,Confirmed by the Senate by Yea-Nay Vote, 94 - 0, Record Vote Number: 357,,148,2. Bush,Republican,,94,0,94
PN539,https://www.congress.gov/nomination/108th-congress/539,108th Congress (2003-2004),Mark R. Filip,The Judiciary,"Mark R. Filip, of Illinois, ", United States District Judge , Northern District of Illinois,4/28/2003,Judiciary,2/4/2004,Confirmed by the Senate by Yea-Nay Vote, 96 - 0, Record Vote Number: 8,,282,2. Bush,Republican,,96,0,96
PN537,https://www.congress.gov/nomination/108th-congress/537,108th Congress (2003-2004),Glen E. Conrad,The Judiciary,"Glen E. Conrad, of Virginia, ", United States District Judge , Western District of Virginia,4/28/2003,Judiciary,9/22/2003,Confirmed by the Senate by Yea-Nay Vote, 89 - 0, Record Vote Number: 354,,147,2. Bush,Republican,,89,0,89
PN536,https://www.congress.gov/nomination/108th-congress/536,108th Congress (2003-2004),James O. Browning,The Judiciary,"James O. Browning, of New Mexico, ", United States District Judge , District of New Mexico,4/28/2003,Judiciary,7/31/2003,Confirmed by the Senate by Voice Vote,,,,94,2. Bush,Republican,,,,0
PN535,https://www.congress.gov/nomination/108th-congress/535,108th Congress (2003-2004),Robert C. Brack,The Judiciary,"Robert C. Brack, of New Mexico, ", United States District Judge , District of New Mexico,4/28/2003,Judiciary,7/14/2003,Confirmed by the Senate by Voice Vote,,,,77,2. Bush,Republican,,,,0
PN533,https://www.congress.gov/nomination/108th-congress/533,108th Congress (2003-2004),Allyson K. Duncan,The Judiciary,"Allyson K. Duncan, of North Carolina, ", United States Circuit Judge , Fourth Circuit,4/28/2003,Judiciary,7/17/2003,Confirmed by the Senate by Yea-Nay Vote, 93 - 0, Record Vote Number: 289,,80,2. Bush,Republican,,93,0,93
PN523,https://www.congress.gov/nomination/108th-congress/523,108th Congress (2003-2004),Carlos T. Bea,The Judiciary,"Carlos T. Bea, of California, ", United States Circuit Judge , Ninth Circuit,4/11/2003,Judiciary,9/29/2003,Confirmed by the Senate by Yea-Nay Vote, 86 - 0, Record Vote Number: 368,,171,2. Bush,Republican,,86,0,86
PN514,https://www.congress.gov/nomination/108th-congress/514,108th Congress (2003-2004),J. Ronnie Greer,The Judiciary,"J. Ronnie Greer, of Tennessee, ", United States District Judge , Eastern District of Tennessee,4/9/2003,Judiciary,6/11/2003,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 216,,63,2. Bush,Republican,,97,0,97
PN513,https://www.congress.gov/nomination/108th-congress/513,108th Congress (2003-2004),Thomas M. Hardiman,The Judiciary,"Thomas M. Hardiman, of Pennsylvania, ", United States District Judge , Western District of Pennsylvania,4/9/2003,Judiciary,10/22/2003,Confirmed by the Senate by Voice Vote,,,,196,2. Bush,Republican,,,,0
PN471,https://www.congress.gov/nomination/108th-congress/471,108th Congress (2003-2004),L. Scott Coogler,The Judiciary,"L. Scott Coogler, of Alabama, ", United States District Judge , Northern District of Alabama,3/27/2003,Judiciary,5/22/2003,Confirmed by the Senate by Voice Vote,,,,56,2. Bush,Republican,,,,0
PN470,https://www.congress.gov/nomination/108th-congress/470,108th Congress (2003-2004),Mark R. Kravitz,The Judiciary,"Mark R. Kravitz, of Connecticut, ", United States District Judge , District of Connecticut,3/27/2003,Judiciary,6/11/2003,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 217,,76,2. Bush,Republican,,97,0,97
PN469,https://www.congress.gov/nomination/108th-congress/469,108th Congress (2003-2004),John A. Woodcock Jr.,The Judiciary,"John A. Woodcock, Jr., of Maine, ", United States District Judge , District of Maine,3/27/2003,Judiciary,6/12/2003,Confirmed by the Senate by Voice Vote,,,,77,2. Bush,Republican,,,,0
PN426,https://www.congress.gov/nomination/108th-congress/426,108th Congress (2003-2004),David G. Campbell,The Judiciary,"David G. Campbell, of Arizona, ", United States District Judge , District of Arizona,3/13/2003,Judiciary,7/8/2003,Confirmed by the Senate by Yea-Nay Vote, 92 - 0, Record Vote Number: 263,,117,2. Bush,Republican,,92,0,92
PN398,https://www.congress.gov/nomination/108th-congress/398,108th Congress (2003-2004),Samuel Der-Yeghiayan,The Judiciary,"Samuel Der-Yeghiayan, of Illinois, ", United States District Judge , Northern District of Illinois,3/5/2003,Judiciary,7/14/2003,Confirmed by the Senate by Yea-Nay Vote, 89 - 0, Record Vote Number: 275,,131,2. Bush,Republican,,89,0,89
PN397,https://www.congress.gov/nomination/108th-congress/397,108th Congress (2003-2004),P. Kevin Castel,The Judiciary,"P. Kevin Castel, of New York, ", United States District Judge , Southern District of New York,3/5/2003,Judiciary,9/17/2003,Confirmed by the Senate by Voice Vote,,,,196,2. Bush,Republican,,,,0
PN396,https://www.congress.gov/nomination/108th-congress/396,108th Congress (2003-2004),Stephen C. Robinson,The Judiciary,"Stephen C. Robinson, of New York, ", United States District Judge , Southern District of New York,3/5/2003,Judiciary,9/17/2003,Confirmed by the Senate by Voice Vote,,,,196,2. Bush,Republican,,,,0
PN395,https://www.congress.gov/nomination/108th-congress/395,108th Congress (2003-2004),Richard C. Wesley,The Judiciary,"Richard C. Wesley, of New York, ", United States Circuit Judge , Second Circuit,3/5/2003,Judiciary,6/11/2003,Confirmed by the Senate by Yea-Nay Vote, 96 - 0, Record Vote Number: 215,,98,2. Bush,Republican,,96,0,96
PN394,https://www.congress.gov/nomination/108th-congress/394,108th Congress (2003-2004),Michael Chertoff,The Judiciary,"Michael Chertoff, of New Jersey, ", United States Circuit Judge , Third Circuit,3/5/2003,Judiciary,6/9/2003,Confirmed by the Senate by Yea-Nay Vote, 88 - 1, Record Vote Number: 211,,96,2. Bush,Republican,,88,1,87
PN343,https://www.congress.gov/nomination/108th-congress/343,108th Congress (2003-2004),Steven M. Colloton,The Judiciary,"Steven M. Colloton, of Iowa, ", United States Circuit Judge , Eighth Circuit,2/12/2003,Judiciary,9/4/2003,Confirmed by the Senate by Yea-Nay Vote, 94 - 1, Record Vote Number: 327,,204,2. Bush,Republican,,94,1,93
PN342,https://www.congress.gov/nomination/108th-congress/342,108th Congress (2003-2004),Consuelo Maria Callahan,The Judiciary,"Consuelo Maria Callahan, of California, ", United States Circuit Judge , Ninth Circuit,2/12/2003,Judiciary,5/22/2003,Confirmed by the Senate by Yea-Nay Vote, 99 - 0, Record Vote Number: 195,,99,2. Bush,Republican,,99,0,99
PN295,https://www.congress.gov/nomination/108th-congress/295,108th Congress (2003-2004),Edward C. Prado,The Judiciary,"Edward C. Prado, of Texas, ", United States Circuit Judge , Fifth Circuit,2/6/2003,Judiciary,5/1/2003,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 138,,84,2. Bush,Republican,,97,0,97
PN280,https://www.congress.gov/nomination/108th-congress/280,108th Congress (2003-2004),Philip P. Simon,The Judiciary,"Philip P. Simon, of Indiana, ", United States District Judge , Northern District of Indiana,1/29/2003,Judiciary,3/27/2003,Confirmed by the Senate by Voice Vote,,,,57,2. Bush,Republican,,,,0
PN279,https://www.congress.gov/nomination/108th-congress/279,108th Congress (2003-2004),J. Leon Holmes,The Judiciary,"J. Leon Holmes, of Arkansas, ", United States District Judge , Eastern District of Arkansas,1/29/2003,Judiciary,7/6/2004,Confirmed by the Senate by Yea-Nay Vote, 51 - 46, Record Vote Number: 153,,524,2. Bush,Republican,,51,46,5
PN278,https://www.congress.gov/nomination/108th-congress/278,108th Congress (2003-2004),James V. Selna,The Judiciary,"James V. Selna, of California, ", United States District Judge , Central District of California,1/29/2003,Judiciary,3/27/2003,Confirmed by the Senate by Yea-Nay Vote, 97 - 0, Record Vote Number: 111,,57,2. Bush,Republican,,97,0,97
PN277,https://www.congress.gov/nomination/108th-congress/277,108th Congress (2003-2004),Theresa Lazar Springmann,The Judiciary,"Theresa Lazar Springmann, of Indiana, ", United States District Judge , Northern District of Indiana,1/29/2003,Judiciary,3/31/2003,Confirmed by the Senate by Yea-Nay Vote, 93 - 0, Record Vote Number: 112,,61,2. Bush,Republican,,93,0,93
PN276,https://www.congress.gov/nomination/108th-congress/276,108th Congress (2003-2004),Richard D. Bennett,The Judiciary,"Richard D. Bennett, of Maryland, ", United States District Judge , District of Maryland,1/29/2003,Judiciary,4/9/2003,Confirmed by the Senate by Yea-Nay Vote, 99 - 0, Record Vote Number: 131,,70,2. Bush,Republican,,99,0,99
PN275,https://www.congress.gov/nomination/108th-congress/275,108th Congress (2003-2004),Louise W. Flanagan,The Judiciary,"Louise W. Flanagan, of North Carolina, ", United States District Judge , Eastern District of North Carolina,1/29/2003,Judiciary,7/17/2003,Confirmed by the Senate by Voice Vote,,,,169,2. Bush,Republican,,,,0
PN198,https://www.congress.gov/nomination/108th-congress/198,108th Congress (2003-2004),Cecilia M. Altonaga,The Judiciary,"Cecilia M. Altonaga, of Florida, ", United States District Judge , Southern District of Florida,1/15/2003,Judiciary,5/6/2003,Confirmed by the Senate by Yea-Nay Vote, 91 - 0, Record Vote Number: 141,,111,2. Bush,Republican,,91,0,91
